Date,Time,Air Quality Index,PM2.5,PM10,AQI Category
2024-06-13,15:00:00,183,91.5,146.4,Moderate
2024-06-13,16:00:00,168,84.0,134.4,Moderate
2024-06-13,17:00:00,167,83.5,133.6,Moderate
2024-06-13,18:00:00,243,121.5,194.4,Poor
2024-06-13,19:00:00,234,117.0,187.2,Poor
2024-06-13,20:00:00,102,76.0,121.6,Moderate
2024-06-13,21:00:00,169,109.5,175.2,Moderate
2024-06-13,22:00:00,112,81.0,129.6,Moderate
2024-06-13,23:00:00,144,97.0,155.2,Moderate
2024-06-13,00:00:00,166,108.0,172.8,Moderate
2024-06-13,01:00:00,191,120.5,192.8,Moderate
2024-06-13,02:00:00,185,117.5,188.0,Moderate
2024-06-13,03:00:00,139,94.5,151.2,Moderate
2024-06-14,04:00:00,139,94.5,151.2,Moderate
2024-06-14,05:00:00,175,112.5,180.0,Moderate
2024-06-14,06:00:00,122,86.0,137.6,Moderate
2024-06-14,07:00:00,180,90.0,144.0,Moderate
2024-06-14,08:00:00,167,83.5,133.6,Moderate
2024-06-14,09:00:00,220,110.0,176.0,Poor
2024-06-14,10:00:00,221,110.5,176.8,Poor
2024-06-14,11:00:00,168,84.0,134.4,Moderate
2024-06-14,12:00:00,242,121.0,193.6,Poor
2024-06-14,13:00:00,193,96.5,154.4,Moderate
2024-06-14,14:00:00,233,116.5,186.4,Poor
2024-06-14,15:00:00,199,99.5,159.2,Moderate
2024-06-14,16:00:00,191,95.5,152.8,Moderate
2024-06-14,17:00:00,243,121.5,194.4,Poor
2024-06-14,18:00:00,196,98.0,156.8,Moderate
2024-06-14,19:00:00,171,85.5,136.8,Moderate
2024-06-14,20:00:00,173,111.5,178.4,Moderate
2024-06-14,21:00:00,189,119.5,191.2,Moderate
2024-06-14,22:00:00,196,123.0,196.8,Moderate
2024-06-14,23:00:00,191,120.5,192.8,Moderate
2024-06-14,00:00:00,173,111.5,178.4,Moderate
2024-06-14,01:00:00,128,89.0,142.4,Moderate
2024-06-14,02:00:00,181,115.5,184.8,Moderate
2024-06-14,03:00:00,158,104.0,166.4,Moderate
2024-06-15,04:00:00,100,75.0,120.0,Satisfactory
2024-06-15,05:00:00,186,118.0,188.8,Moderate
2024-06-15,06:00:00,163,106.5,170.4,Moderate
2024-06-15,07:00:00,166,83.0,132.8,Moderate
2024-06-15,08:00:00,186,93.0,148.8,Moderate
2024-06-15,09:00:00,244,122.0,195.2,Poor
2024-06-15,10:00:00,174,87.0,139.2,Moderate
2024-06-15,11:00:00,213,106.5,170.4,Poor
2024-06-15,12:00:00,217,108.5,173.6,Poor
2024-06-15,13:00:00,201,100.5,160.8,Poor
2024-06-15,14:00:00,158,79.0,126.4,Moderate
2024-06-15,15:00:00,206,103.0,164.8,Poor
2024-06-15,16:00:00,241,120.5,192.8,Poor
2024-06-15,17:00:00,243,121.5,194.4,Poor
2024-06-15,18:00:00,237,118.5,189.6,Poor
2024-06-15,19:00:00,182,91.0,145.6,Moderate
2024-06-15,20:00:00,119,84.5,135.2,Moderate
2024-06-15,21:00:00,172,111.0,177.6,Moderate
2024-06-15,22:00:00,171,110.5,176.8,Moderate
2024-06-15,23:00:00,187,118.5,189.6,Moderate
2024-06-15,00:00:00,113,81.5,130.4,Moderate
2024-06-15,01:00:00,158,104.0,166.4,Moderate
2024-06-15,02:00:00,181,115.5,184.8,Moderate
2024-06-15,03:00:00,155,102.5,164.0,Moderate
2024-06-16,04:00:00,164,107.0,171.2,Moderate
2024-06-16,05:00:00,175,112.5,180.0,Moderate
2024-06-16,06:00:00,192,121.0,193.6,Moderate
2024-06-16,07:00:00,186,93.0,148.8,Moderate
2024-06-16,08:00:00,175,87.5,140.0,Moderate
2024-06-16,09:00:00,182,91.0,145.6,Moderate
2024-06-16,10:00:00,192,96.0,153.6,Moderate
2024-06-16,11:00:00,164,82.0,131.2,Moderate
2024-06-16,12:00:00,236,118.0,188.8,Poor
2024-06-16,13:00:00,178,89.0,142.4,Moderate
2024-06-16,14:00:00,170,85.0,136.0,Moderate
2024-06-16,15:00:00,232,116.0,185.6,Poor
2024-06-16,16:00:00,218,109.0,174.4,Poor
2024-06-16,17:00:00,172,86.0,137.6,Moderate
2024-06-16,18:00:00,249,124.5,199.2,Poor
2024-06-16,19:00:00,233,116.5,186.4,Poor
2024-06-16,20:00:00,107,78.5,125.6,Moderate
2024-06-16,21:00:00,172,111.0,177.6,Moderate
2024-06-16,22:00:00,161,105.5,168.8,Moderate
2024-06-16,23:00:00,113,81.5,130.4,Moderate
2024-06-16,00:00:00,105,77.5,124.0,Moderate
2024-06-16,01:00:00,100,75.0,120.0,Satisfactory
2024-06-16,02:00:00,108,79.0,126.4,Moderate
2024-06-16,03:00:00,179,114.5,183.2,Moderate
2024-06-17,04:00:00,179,114.5,183.2,Moderate
2024-06-17,05:00:00,153,101.5,162.4,Moderate
2024-06-17,06:00:00,111,80.5,128.8,Moderate
2024-06-17,07:00:00,154,77.0,123.2,Moderate
2024-06-17,08:00:00,189,94.5,151.2,Moderate
2024-06-17,09:00:00,242,121.0,193.6,Poor
2024-06-17,10:00:00,195,97.5,156.0,Moderate
2024-06-17,11:00:00,176,88.0,140.8,Moderate
2024-06-17,12:00:00,224,112.0,179.2,Poor
2024-06-17,13:00:00,202,101.0,161.6,Poor
2024-06-17,14:00:00,199,99.5,159.2,Moderate
2024-06-17,15:00:00,241,120.5,192.8,Poor
2024-06-17,16:00:00,201,100.5,160.8,Poor
2024-06-17,17:00:00,249,124.5,199.2,Poor
2024-06-17,18:00:00,168,84.0,134.4,Moderate
2024-06-17,19:00:00,184,92.0,147.2,Moderate
2024-06-17,20:00:00,151,100.5,160.8,Moderate
2024-06-17,21:00:00,130,90.0,144.0,Moderate
2024-06-17,22:00:00,153,101.5,162.4,Moderate
2024-06-17,23:00:00,158,104.0,166.4,Moderate
2024-06-17,00:00:00,143,96.5,154.4,Moderate
2024-06-17,01:00:00,155,102.5,164.0,Moderate
2024-06-17,02:00:00,118,84.0,134.4,Moderate
2024-06-17,03:00:00,145,97.5,156.0,Moderate
2024-06-18,04:00:00,187,118.5,189.6,Moderate
2024-06-18,05:00:00,165,107.5,172.0,Moderate
2024-06-18,06:00:00,170,110.0,176.0,Moderate
2024-06-18,07:00:00,203,101.5,162.4,Poor
2024-06-18,08:00:00,198,99.0,158.4,Moderate
2024-06-18,09:00:00,244,122.0,195.2,Poor
2024-06-18,10:00:00,209,104.5,167.2,Poor
2024-06-18,11:00:00,230,115.0,184.0,Poor
2024-06-18,12:00:00,176,88.0,140.8,Moderate
2024-06-18,13:00:00,185,92.5,148.0,Moderate
2024-06-18,14:00:00,208,104.0,166.4,Poor
2024-06-18,15:00:00,199,99.5,159.2,Moderate
2024-06-18,16:00:00,223,111.5,178.4,Poor
2024-06-18,17:00:00,194,97.0,155.2,Moderate
2024-06-18,18:00:00,163,81.5,130.4,Moderate
2024-06-18,19:00:00,220,110.0,176.0,Poor
2024-06-18,20:00:00,138,94.0,150.4,Moderate
2024-06-18,21:00:00,139,94.5,151.2,Moderate
2024-06-18,22:00:00,108,79.0,126.4,Moderate
2024-06-18,23:00:00,113,81.5,130.4,Moderate
2024-06-18,00:00:00,107,78.5,125.6,Moderate
2024-06-18,01:00:00,180,115.0,184.0,Moderate
2024-06-18,02:00:00,122,86.0,137.6,Moderate
2024-06-18,03:00:00,179,114.5,183.2,Moderate
2024-06-19,04:00:00,189,119.5,191.2,Moderate
2024-06-19,05:00:00,108,79.0,126.4,Moderate
2024-06-19,06:00:00,199,124.5,199.2,Moderate
2024-06-19,07:00:00,156,78.0,124.8,Moderate
2024-06-19,08:00:00,231,115.5,184.8,Poor
2024-06-19,09:00:00,221,110.5,176.8,Poor
2024-06-19,10:00:00,234,117.0,187.2,Poor
2024-06-19,11:00:00,239,119.5,191.2,Poor
2024-06-19,12:00:00,216,108.0,172.8,Poor
2024-06-19,13:00:00,210,105.0,168.0,Poor
2024-06-19,14:00:00,166,83.0,132.8,Moderate
2024-06-19,15:00:00,206,103.0,164.8,Poor
2024-06-19,16:00:00,173,86.5,138.4,Moderate
2024-06-19,17:00:00,174,87.0,139.2,Moderate
2024-06-19,18:00:00,154,77.0,123.2,Moderate
2024-06-19,19:00:00,250,125.0,200.0,Poor
2024-06-19,20:00:00,149,99.5,159.2,Moderate
2024-06-19,21:00:00,187,118.5,189.6,Moderate
2024-06-19,22:00:00,130,90.0,144.0,Moderate
2024-06-19,23:00:00,154,102.0,163.2,Moderate
2024-06-19,00:00:00,125,87.5,140.0,Moderate
2024-06-19,01:00:00,120,85.0,136.0,Moderate
2024-06-19,02:00:00,197,123.5,197.6,Moderate
2024-06-19,03:00:00,157,103.5,165.6,Moderate
2024-06-20,04:00:00,123,86.5,138.4,Moderate
2024-06-20,05:00:00,127,88.5,141.6,Moderate
2024-06-20,06:00:00,129,89.5,143.2,Moderate
2024-06-20,07:00:00,183,91.5,146.4,Moderate
2024-06-20,08:00:00,203,101.5,162.4,Poor
2024-06-20,09:00:00,201,100.5,160.8,Poor
2024-06-20,10:00:00,236,118.0,188.8,Poor
2024-06-20,11:00:00,157,78.5,125.6,Moderate
2024-06-20,12:00:00,159,79.5,127.2,Moderate
2024-06-20,13:00:00,204,102.0,163.2,Poor
2024-06-20,14:00:00,150,75.0,120.0,Moderate
2024-06-20,15:00:00,233,116.5,186.4,Poor
2024-06-20,16:00:00,186,93.0,148.8,Moderate
2024-06-20,17:00:00,231,115.5,184.8,Poor
2024-06-20,18:00:00,170,85.0,136.0,Moderate
2024-06-20,19:00:00,153,76.5,122.4,Moderate
2024-06-20,20:00:00,142,96.0,153.6,Moderate
2024-06-20,21:00:00,165,107.5,172.0,Moderate
2024-06-20,22:00:00,120,85.0,136.0,Moderate
2024-06-20,23:00:00,136,93.0,148.8,Moderate
2024-06-20,00:00:00,168,109.0,174.4,Moderate
2024-06-20,01:00:00,180,115.0,184.0,Moderate
2024-06-20,02:00:00,147,98.5,157.6,Moderate
2024-06-20,03:00:00,110,80.0,128.0,Moderate
2024-06-21,04:00:00,194,122.0,195.2,Moderate
2024-06-21,05:00:00,191,120.5,192.8,Moderate
2024-06-21,06:00:00,143,96.5,154.4,Moderate
2024-06-21,07:00:00,213,106.5,170.4,Poor
2024-06-21,08:00:00,181,90.5,144.8,Moderate
2024-06-21,09:00:00,170,85.0,136.0,Moderate
2024-06-21,10:00:00,220,110.0,176.0,Poor
2024-06-21,11:00:00,159,79.5,127.2,Moderate
2024-06-21,12:00:00,210,105.0,168.0,Poor
2024-06-21,13:00:00,241,120.5,192.8,Poor
2024-06-21,14:00:00,185,92.5,148.0,Moderate
2024-06-21,15:00:00,233,116.5,186.4,Poor
2024-06-21,16:00:00,226,113.0,180.8,Poor
2024-06-21,17:00:00,168,84.0,134.4,Moderate
2024-06-21,18:00:00,224,112.0,179.2,Poor
2024-06-21,19:00:00,248,124.0,198.4,Poor
2024-06-21,20:00:00,197,123.5,197.6,Moderate
2024-06-21,21:00:00,143,96.5,154.4,Moderate
2024-06-21,22:00:00,103,76.5,122.4,Moderate
2024-06-21,23:00:00,112,81.0,129.6,Moderate
2024-06-21,00:00:00,200,125.0,200.0,Moderate
2024-06-21,01:00:00,158,104.0,166.4,Moderate
